Strain,day,replicate,pass,volume,length,middleWidth,meanWidth,surfaceArea,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1702.443174,821.3966643,63.75059687,48.22601132,124469.6186,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1458.354651,737.7630549,57.63377257,47.62118941,110370.0206,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1625.624636,712.9420335,57.63377257,49.85803053,115857.9354,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,870.0315597,384.0844708,62.51260335,48.61981574,64148.62406,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,1206.181719,566.9798406,78.32806749,47.55844416,88262.7132,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1641.283087,779.0626421,61.56777412,48.78689155,118358.7348,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1905.960161,808.672012,72.90159659,51.4310561,130782.0828,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1518.653696,735.0435763,62.51260335,48.14018387,112021.3679,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,3813.972105,1008.972586,61.56777412,65.22709234,213676.8345,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2132.044309,800.2756582,75.01512402,55.47260582,139951.4699,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1980.57612,775.7687785,63.75059687,53.88674421,132604.5931,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1577.654604,731.2896628,57.63377257,49.74028996,113886.4231,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1865.172566,799.0729898,67.61771902,50.9469523,129061.9392,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1581.39306,770.4060449,56.60756993,48.45892558,117649.2175,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1762.615867,760.8070227,71.2753341,50.56867615,123256.1053,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1849.106559,775.5847585,61.88432004,51.22551617,127093.6717,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1850.637369,817.2904974,67.61771902,51.10159985,130479.1247,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,10049.14677,1559.616793,63.75059687,79.2440772,461354.3753,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2007.081701,789.6960993,71.2753341,52.72551375,133357.4897,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,5668.277999,742.0532417,318.7529843,82.10022023,298495.5058,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,1792.891881,646.3232632,75.27514256,55.44365389,116550.8559,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1631.032498,724.8162708,62.51260335,51.09344761,115251.9039,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2082.945457,780.2271988,70.72493718,54.5825401,136927.9536,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2251.906933,806.1207669,65.26507397,56.3020537,143037.3804,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,30.56295908,67.91344867,0,14.73436191,5167.912639,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,4210.319755,607.2068811,59.30466272,73.14040977,330504.2087,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,163.2447426,179.363588,53.77537473,26.90465318,19455.27674,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1538.756396,762.9902279,56.60756993,46.63207944,113721.4749,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1576.142517,775.5847585,58.97427205,47.54415025,117323.0068,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,16.85522349,90.86540656,13.97824305,9.938212427,3925.176477,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,3440.964687,1376.427826,165.0380086,53.23279698,246527.7206,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,364.5922379,174.3149961,64.36066433,39.96528819,27996.51343,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1125.479113,705.0819531,51.54921331,42.54669569,93779.02817,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1152.760104,712.6278918,58.97427205,41.87310608,95325.19416,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,679.0830633,480.979006,44.20308574,36.85067284,59058.11515,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1352.966536,717.2703321,62.51260335,46.10260908,104239.2164,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,831.5494381,495.6060762,50.39927207,41.06602206,69147.43349,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,2170.079556,1044.406521,40.02759657,49.93366314,161111.4438,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1228.423751,710.79694,56.26134302,43.41304474,98156.02117,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1786.31539,799.0729898,61.88432004,49.95594387,128395.5914,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,7.620343583,90.86540656,13.97824305,6.989121527,2621.163705,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1420.975826,761.5654278,53.41079172,45.22973437,109941.4157,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1719.561267,827.0196414,69.89121527,48.23500904,124790.956,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1543.724825,742.4975051,65.26507397,47.89457659,115206.6113,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,20.44711982,58.85069983,0,12.67497738,3947.57919,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1750.231284,742.3673834,66.45180888,50.92473908,122521.2237,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1495.524157,622.2067486,62.51260335,51.34390221,102429.4842,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2238.98712,750.2655755,69.89121527,57.19841388,139115.4776,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1611.472494,792.5995978,64.36066433,47.32547408,119253.6297,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1694.617435,752.0045173,59.30466272,51.04281048,120279.9297,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1495.87691,733.4347563,62.82438884,47.80584484,110612.1839,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1681.323378,747.8983504,67.32813431,49.9526237,118553.5692,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,3706.465494,952.136858,100.7985441,65.10583247,204416.8827,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1361.057564,732.8984829,53.77537473,45.18446381,106246.4537,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1380.88414,705.6563382,64.36066433,46.25830714,104341.968,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1528.814549,756.2947042,57.63377257,47.89937479,113967.7092,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,2868.883312,1412.883385,27.95648611,49.60844212,215653.5797,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1444.046515,721.1543673,57.63377257,47.22735061,108328.6586,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,168.9431082,127.5225536,53.77537473,29.01464289,16203.96847,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1895.038413,745.9372769,75.27514256,53.64819504,127099.914,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2312.670077,826.2612363,69.04742721,56.70179051,146998.3654,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1778.011897,740.6665533,62.51260335,51.94391965,122566.4035,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,40.86695142,102.6095222,18.75378101,15.0030248,6934.277131,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1432.728786,772.2369967,53.41079172,45.48346043,111220.3384,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1629.497356,715.9756537,65.26507397,51.2255647,114959.0648,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1465.117784,732.8984829,62.51260335,45.84167559,108468.0141,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1736.952961,711.2412034,72.90159659,51.06662391,117513.2979,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1748.171479,795.7252279,65.26507397,49.68950151,124354.5727,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1665.794031,716.7340587,63.75059687,51.2065855,115395.1293,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1635.005283,726.241071,67.32813431,49.37747838,115183.0907,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,11984.15529,392.9789861,227.2055807,171.5422597,267720.6418,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1546.450302,755.3141674,58.97427205,47.53066203,115261.2852,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1857.255495,739.5940066,67.61771902,52.04982389,125736.4117,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,959.4078679,686.7343237,31.25630168,38.52930536,85482.20353,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1904.125317,789.067816,62.51260335,51.84726673,129862.7516,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1778.490349,779.1546521,59.30466272,49.51968312,125281.2637,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,15.01712414,63.80728176,0,10.62509948,3249.603424,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,218.8816325,348.4078605,33.66406716,24.7767426,29366.293,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2022.098289,779.7829354,65.26507397,54.45582998,132417.1311,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,106.3023211,84.83627792,39.53644181,26.20037894,11494.31314,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2071.940817,798.7588481,61.56777412,53.44893232,136980.2107,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1707.195808,771.6087134,61.88432004,50.12272173,122119.7747,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1802.412791,795.7252279,61.56777412,50.89673651,127055.5867,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,876.0386474,339.12298,64.36066433,50.92816928,62097.18095,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1466.229914,786.6085809,57.63377257,45.88087657,113895.5963,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1877.141816,844.6088657,66.45180888,49.16831641,133403.5216,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1570.526408,777.4157103,63.75059687,47.33301753,116503.9822,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1831.288698,801.7924683,65.26507397,50.29750881,126912.2445,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1970.620477,833.6770533,58.97427205,51.63966219,135401.0803,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2014.351711,757.5893826,76.04986427,54.50071635,130236.232,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2159.959041,825.8550847,71.2753341,54.61058948,141459.4164,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,186.7048589,147.8851546,44.20308574,29.43971791,18236.39618,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1886.967203,823.6718795,59.30466272,50.56623391,132882.6153,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1153.178043,670.6080113,50.39927207,42.96324098,93387.12113,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,827.6716594,743.7921835,45.50986219,35.14532624,83409.90717,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1077.708891,685.8839087,51.54921331,41.08496978,92293.96033,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,231.0258257,243.5231232,40.02759657,27.6545843,24781.37081,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,833.9552179,659.1780373,41.93472916,37.85569723,78041.00681,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,565.9739524,324.2532342,56.26134302,41.21559009,45065.52548,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1019.838058,686.5503037,55.91297222,41.12912644,88620.37137,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,645.4062981,463.834045,57.63377257,36.53437477,57324.04622,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,1139.432214,535.8536606,53.77537473,47.93364582,83738.15895,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1687.079404,831.1258083,61.56777412,47.01590482,125567.3326,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2120.290669,825.5028313,71.2753341,53.053135,138979.4481,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2082.413503,802.3287417,64.36066433,54.30800041,137781.5974,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,281.890463,288.6686339,45.50986219,28.25945063,28917.469,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,745.0980843,347.7414654,58.97427205,47.24770624,54369.82951,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,1695.087969,703.473133,67.61771902,51.47779666,116344.0358,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1905.752507,779.3767838,66.45180888,53.24294756,129095.2929,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1862.867293,774.2900801,71.2753341,52.28730881,127841.7921,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,88.07367725,94.74944178,59.30466272,22.79499029,10622.28052,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,2.437062206,51.52689278,0,4.659414352,1098.070027,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1319.697699,723.8738458,53.77537473,45.1683672,105469.4684,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1780.396911,779.2466621,62.51260335,50.72849119,125521.3579,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,6.398511193,39.56064547,0,8.591535552,1996.29389,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,4322.319933,1602.734522,37.50756201,56.58615393,280894.718,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,31.46738058,77.06820748,47.60818034,15.02767525,5899.471107,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2082.275831,809.9666904,62.51260335,54.14880083,138488.6913,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,4125.637931,1158.244429,93.97704936,62.81581573,224047.5146,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1411.70377,789.3819576,51.54921331,44.7042693,110237.4372,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1925.760477,798.6668382,69.04742721,52.67628713,131677.3384,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,50.90985679,84.83627792,31.25630168,17.82097456,7210.742733,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,70.56385747,93.67689507,53.04370289,21.07500114,9286.963336,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1755.117167,807.9517187,67.61771902,48.56678625,124939.6277,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1763.148116,774.0679484,67.61771902,50.71710135,124031.6194,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,756.4459353,463.834045,62.51260335,38.68321451,60744.46236,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,706.7479486,427.7131714,31.87529843,40.64127529,59127.81794,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1536.437041,730.9755212,66.45180888,47.99376268,111717.2734,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1609.150561,737.3187915,55.91297222,49.16535926,116387.1262,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,15.30531513,98.94761865,18.75378101,9.630500478,3906.636538,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,453.5571077,272.5042097,48.82390401,37.90832846,36943.68434,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1693.220266,749.8213122,62.51260335,50.5998132,119629.5889,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1756.030592,719.8596889,56.60756993,52.83024595,120371.0375,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1884.113123,748.1204821,69.89121527,53.63961397,126524.9023,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,163.4398156,159.8514019,53.77537473,27.18079595,16879.58504,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1774.598849,731.6038045,64.36066433,52.0137158,121129.1604,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,121.2725662,108.3245092,38.02493213,26.7089754,12861.34992,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,816.0918779,347.0750703,61.56777412,46.99334416,57430.49079,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1759.446531,764.0627746,56.60756993,50.85411761,123557.3029,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1890.443622,748.8407754,62.82438884,52.83093593,127425.3259,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,3780.674545,441.3058067,131.4252223,90.08817207,140030.5384,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2031.399561,745.4930135,65.26507397,54.40226736,131781.4485,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,4927.329469,1350.999065,93.76890503,64.81258295,277764.4659,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,964.3014146,401.5435734,72.90159659,48.34688518,64931.02745,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,641.8076787,321.0355941,56.26134302,42.21801413,49576.57239,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1678.195016,803.4012884,56.60756993,47.08679364,121958.1689,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1654.873493,737.9470748,62.51260335,51.05933942,116974.5959,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1889.960925,784.7395174,61.56777412,52.92532155,128381.2608,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,451.5512772,468.3844753,40.02759657,31.64720628,48202.87299,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,4375.610665,1326.530297,106.4551275,62.49377464,256711.1008,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2072.232442,823.2276161,63.75059687,53.48768423,137928.0537,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1818.50227,754.019489,62.82438884,51.39410029,124543.7356,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1856.619867,767.8166881,64.36066433,51.98275509,127380.0136,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2107.426031,791.3049193,72.90159659,54.94235044,138456.4714,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,1396.348486,527.4191951,62.51260335,53.46373047,93674.71427,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1628.481466,752.5407907,63.75059687,47.99201403,117796.2822,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,73212.58118,693.8535669,405.3690486,345.6249689,1175644.565,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1304.797022,759.8645977,57.63377257,43.73207293,105351.7116,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1188.132415,733.7488979,50.01008268,42.43074736,99670.60425,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,222.2391018,233.1656959,36.4507983,27.18953412,23754.65762,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1377.188678,735.265708,62.82438884,45.80300071,106114.9177,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1563.203989,713.3862969,56.26134302,50.09497878,111901.4524,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1721.142493,805.9906452,62.51260335,48.31610462,124790.8063,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,1148.579104,569.4771874,61.56777412,46.69319246,84604.84345,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1721.00931,764.2849063,64.36066433,50.611385,122070.4163,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,14149.60223,487.9886714,288.1688629,160.1250571,329708.7168,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,3844.110931,1109.030863,57.63377257,59.85182116,229771.4995,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2039.344857,694.9466575,63.75059687,56.28032757,124218.5206,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1985.362985,721.1543673,65.26507397,56.27979584,127691.5187,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1655.275341,824.9665579,62.51260335,47.91433986,124553.8879,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1649.069747,749.5071705,53.41079172,50.48293132,120176.2672,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,207.4107184,194.6775972,31.87529843,28.18605784,21778.38274,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,86.70846989,100.7785704,31.87529843,22.71718924,10544.87004,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1570.161745,723.8357341,58.97427205,48.85657767,113306.9911,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,80.4955114,98.94761865,38.02493213,22.0087537,9733.405274,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,821.0752772,404.3550619,53.41079172,45.31344507,61696.65051,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1749.699704,731.5117945,67.61771902,51.20072072,119498.8567,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1884.864197,732.4923313,76.04986427,53.27999087,124828.28,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,14671.40959,1050.657781,62.82438884,103.0949402,606992.9973,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2148.878257,770.4060449,69.89121527,55.05154375,136200.745,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,57.60377474,120.7350199,8.840617148,15.29166723,8745.563627,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,224.9111376,176.7742312,45.50986219,29.97203569,20924.42205,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,344.4609986,220.4410436,41.93472916,35.2382543,30672.56619,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,64.46282174,111.9864127,25.77460666,18.90769407,9039.798802,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1987.231675,790.1403627,69.89121527,53.61228322,133368.61,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1961.452142,782.9085656,71.2753341,52.98661895,131036.5313,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2050.517211,783.8891023,77.32381997,53.52639907,132474.2795,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1672.671658,729.6808428,55.91297222,50.26362342,118067.3922,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1970.985212,754.2416207,73.16912629,54.56518837,129282.7683,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2088.218301,778.2661253,65.26507397,54.97386038,135350.7469,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,133.9816688,150.6966431,43.75882235,25.40241848,15731.94802,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,1243.540169,475.3941407,61.56777412,52.45117235,83436.62501,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2065.515578,746.2895304,63.75059687,56.43001573,131961.613,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,29.19992451,75.99566077,13.97824305,12.60726034,5086.575505,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2160.00475,754.6858841,71.2753341,56.38957358,136590.7787,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,75.88969062,75.99566077,45.07847935,23.47559584,9327.639154,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2485.079592,815.7736873,78.32806749,58.1951645,152382.5021,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2219.013996,744.7727203,64.36066433,56.85879521,136416.0744,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,0.575590865,56.26134302,0,2.083753445,555.897422,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,1887.780233,721.8207624,62.51260335,52.67613614,124369.8643,,,,,,,,,,
daf-16; daf-2,1,8,TRUE,2124.941028,773.9759385,71.2753341,55.24619847,137718.8349,,,,,,,,,,
daf-16; daf-2,1,8,FALSE,113.7516246,146.5904762,37.50756201,23.22675881,13678.21142,,,,,,,,,,
daf-16,1,8,TRUE,1241.987066,670.6080113,56.26134302,44.65406553,98052.68807,,,,,,,,,,
daf-16,1,8,TRUE,1852.088873,716.2897953,67.32813431,53.10649935,123766.9756,,,,,,,,,,
daf-16,1,8,FALSE,3825.921648,286.1712871,190.1246607,110.1116777,137609.1517,,,,,,,,,,
daf-16,1,8,FALSE,4024.64992,1245.708176,69.04742721,61.80980709,240092.8439,,,,,,,,,,
daf-16,1,8,TRUE,3142.037843,872.1651521,79.07288362,64.4055908,177180.1562,,,,,,,,,,
daf-16,1,8,TRUE,2201.596793,794.4686613,67.61771902,55.5477902,142043.739,,,,,,,,,,
daf-16,1,8,TRUE,1660.080211,680.4291651,69.89121527,52.80873548,113666.1752,,,,,,,,,,
daf-16,1,8,TRUE,2676.165538,828.184198,82.22249236,59.47602386,158822.4096,,,,,,,,,,
daf-16,1,8,FALSE,6739.124481,1103.814038,128.8730333,79.30566479,281263.9845,,,,,,,,,,
daf-16,1,8,TRUE,2690.620305,846.5318274,69.89121527,60.52741949,161116.0072,,,,,,,,,,
daf-16,1,8,TRUE,2534.558364,819.8798542,69.89121527,60.15368664,153522.8843,,,,,,,,,,
daf-16,1,8,FALSE,401.39596,155.6532251,62.51260335,43.41559441,28948.16791,,,,,,,,,,
daf-16,1,8,TRUE,2996.598842,876.5854607,88.40617148,62.72451448,173478.5835,,,,,,,,,,
daf-16,1,8,TRUE,2346.548233,871.0926054,69.04742721,54.3737832,150923.7169,,,,,,,,,,
daf-16,1,8,TRUE,2001.333902,807.4693435,69.04742721,51.40991035,133544.5445,,,,,,,,,,
daf-16,1,8,FALSE,1928.080016,764.6910579,59.30466272,53.11728145,130583.9062,,,,,,,,,,
daf-16,1,8,TRUE,1786.532339,757.4592609,67.61771902,50.5638563,122220.1638,,,,,,,,,,
daf-16,1,8,FALSE,1096.369154,452.9403444,62.82438884,49.700372,74584.80484,,,,,,,,,,
daf-16,1,8,FALSE,6334.514999,848.7483869,69.89121527,75.98741204,398661.8244,,,,,,,,,,
daf-16,1,8,TRUE,3013.388418,833.2327899,76.30635695,64.51690421,169776.9222,,,,,,,,,,
daf-16,1,8,TRUE,3139.332365,872.3872838,78.32806749,63.06096538,177155.9779,,,,,,,,,,
daf-16,1,8,TRUE,2713.51956,847.6043741,87.51764469,60.14623232,162611.5892,,,,,,,,,,
daf-16,1,8,TRUE,2910.533587,823.8940112,78.32806749,62.21710164,166109.4738,,,,,,,,,,
daf-16,1,8,FALSE,5896.270038,858.1458213,76.30635695,82.53806881,262230.9367,,,,,,,,,,
daf-16,1,8,TRUE,2993.680327,846.6238374,88.40617148,61.56277766,169508.2533,,,,,,,,,,
daf-16,1,8,TRUE,2912.777772,841.6672555,77.32381997,62.29732864,168198.6375,,,,,,,,,,
daf-16,1,8,FALSE,61.66761707,109.8413193,33.66406716,18.96022848,9047.626208,,,,,,,,,,
daf-16,1,8,FALSE,378.2100891,268.0839011,48.82390401,35.6381134,34091.52341,,,,,,,,,,
daf-16,1,8,FALSE,36.03350384,84.07787287,37.50756201,15.82054217,6057.640663,,,,,,,,,,
daf-16,1,8,TRUE,2573.455451,854.2998979,69.89121527,59.5435301,156998.1737,,,,,,,,,,
daf-16,1,8,TRUE,2319.333601,832.8266383,72.90159659,57.11930382,147158.5287,,,,,,,,,,
daf-16,1,8,TRUE,2470.883628,769.5556299,75.53426602,60.05270201,148639.2841,,,,,,,,,,
daf-16,1,8,TRUE,3027.17236,869.705917,82.22249236,63.80081208,172539.8535,,,,,,,,,,
daf-16,1,8,TRUE,1679.647709,741.9612318,64.36066433,49.7057772,117446.8285,,,,,,,,,,
daf-16,1,8,TRUE,1857.967571,742.7196368,56.60756993,52.49919412,126146.7056,,,,,,,,,,
daf-16,1,8,TRUE,2604.773225,861.7157149,69.89121527,59.14526017,158630.0424,,,,,,,,,,
daf-16,1,8,TRUE,2070.316115,781.5218772,70.72493718,54.22933836,135403.4119,,,,,,,,,,
daf-16,1,8,FALSE,1689.87001,725.0002907,81.50646283,48.70870162,113499.2637,,,,,,,,,,
