Strain,day,replicate,pass,volume,length,middleWidth,meanWidth,surfaceArea,,,,,,,,,,
WT,6,7,FALSE,13.51888231,43.4453125,22.47780008,12.94224934,2877.727514,,,,,,,,,,
WT,6,7,FALSE,1.207220304,31.62480143,0,4.243449864,623.3695693,,,,,,,,,,
WT,6,7,FALSE,390.6433248,561.2626464,15.43781647,27.70035014,47909.30474,,,,,,,,,,
WT,6,7,FALSE,615.7263862,666.4679018,22.26473555,24.9302298,93723.34073,,,,,,,,,,
WT,6,7,FALSE,35.97844076,113.4640526,19.77005137,16.82491656,6836.315363,,,,,,,,,,
WT,6,7,FALSE,32.57035564,73.68149015,21.83236943,17.77765152,5488.024725,,,,,,,,,,
WT,6,7,FALSE,67.34884471,115.4733078,31.48709098,22.20347522,9446.515576,,,,,,,,,,
WT,6,7,FALSE,80.30737819,78.42254828,45.89992821,28.33123274,9672.141158,,,,,,,,,,
WT,6,7,FALSE,0.696025064,29.55127767,0,3.254577477,455.1725834,,,,,,,,,,
WT,6,7,FALSE,469.6092674,424.9710087,50.26188896,35.26794207,46995.03774,,,,,,,,,,
WT,6,7,FALSE,23.70063095,95.93388851,25.46069918,13.84605918,4840.748517,,,,,,,,,,
WT,6,7,FALSE,298.7395577,394.205089,34.52000706,29.02166503,36266.06468,,,,,,,,,,
WT,6,7,TRUE,577.3747679,461.4277577,49.49740503,37.93164847,55095.40457,,,,,,,,,,
WT,6,7,FALSE,41.30188267,110.2025076,24.8927311,18.03202148,7313.057965,,,,,,,,,,
WT,6,7,FALSE,17.06967902,89.82303042,17.46589555,11.73174396,4024.377746,,,,,,,,,,
WT,6,7,FALSE,243.7673443,368.2711167,31.48709098,26.94319655,31464.19532,,,,,,,,,,
WT,6,7,TRUE,127.0190661,290.0037263,30.40897185,21.46602489,20436.81182,,,,,,,,,,
WT,6,7,TRUE,873.3836965,517.6621761,46.72331095,43.76722804,72559.60089,,,,,,,,,,
WT,6,7,TRUE,360.1948033,393.8305047,40.25690012,32.5996409,40473.43704,,,,,,,,,,
WT,6,7,TRUE,419.1374605,429.7120668,41.42400847,33.88988851,45409.27219,,,,,,,,,,
WT,6,7,TRUE,749.8531579,569.885881,45.58732574,38.97843849,69625.01342,,,,,,,,,,
WT,6,7,TRUE,969.2816734,606.4711669,54.01029914,43.28047194,82046.30328,,,,,,,,,,
WT,6,7,FALSE,5.447048169,34.60265154,12.35025318,8.490799061,1600.492695,,,,,,,,,,
WT,6,7,FALSE,81.42171569,92.9560384,41.9954011,26.34952088,9896.291637,,,,,,,,,,
WT,6,7,FALSE,264.6324076,401.8597287,38.6870572,26.80150078,34259.69809,,,,,,,,,,
WT,6,7,FALSE,3.645380658,48.18637062,13.80800282,6.634588104,1363.224101,,,,,,,,,,
WT,6,7,FALSE,11.74203124,97.12190973,13.09942166,9.522583576,3487.306736,,,,,,,,,,
WT,6,7,TRUE,599.1767968,462.1769261,48.32800989,37.98038523,56769.15353,,,,,,,,,,
WT,6,7,TRUE,866.8896375,548.1177801,52.48857602,43.48270043,74095.04555,,,,,,,,,,
WT,6,7,FALSE,1.103584585,28.16265389,0,4.243449864,580.4031021,,,,,,,,,,
WT,6,7,TRUE,683.5030884,524.1021737,45.58732574,38.86883633,63606.91757,,,,,,,,,,
WT,6,7,FALSE,1287.639651,722.4099484,52.48857602,45.89019416,103127.6904,,,,,,,,,,
WT,6,7,FALSE,22.36293178,44.98909414,33.25407439,16.94352036,4014.698695,,,,,,,,,,
WT,6,7,FALSE,9.301757394,63.77934497,18.78091432,10.05843565,2528.91306,,,,,,,,,,
WT,6,7,FALSE,26.08482976,70.43876898,29.12801387,16.49733441,4648.046917,,,,,,,,,,
WT,6,7,FALSE,18.33380567,90.39821722,12.73034959,12.49061247,4256.03523,,,,,,,,,,
WT,6,7,FALSE,449.0762331,448.6574755,44.95560016,33.61542797,47930.15623,,,,,,,,,,
WT,6,7,TRUE,540.5663141,548.7572354,27.95907477,34.11638294,57847.38664,,,,,,,,,,
WT,6,7,TRUE,868.6351872,563.6198651,49.7854622,42.02499673,74187.19255,,,,,,,,,,
WT,6,7,FALSE,372.9086227,248.8513639,55.91814955,40.14432735,33667.94263,,,,,,,,,,
WT,6,7,FALSE,332.6633806,346.1738762,43.66473886,31.81629794,35812.94498,,,,,,,,,,
WT,6,7,FALSE,19.3082461,94.60953323,20.71200424,12.68987977,4435.533996,,,,,,,,,,
WT,6,7,FALSE,84.86593405,131.6602928,29.12801387,24.58092367,11754.15137,,,,,,,,,,
WT,6,7,FALSE,309.6046904,537.2015954,34.10325126,24.53851564,41909.98602,,,,,,,,,,
WT,6,7,FALSE,11.18317261,56.80960521,13.80800282,10.80949439,2756.939552,,,,,,,,,,
WT,6,7,TRUE,658.3547139,482.6849403,47.02836301,40.48675874,59916.07658,,,,,,,,,,
WT,6,7,TRUE,1090.493853,639.4845922,52.48857602,45.17983291,89270.08834,,,,,,,,,,
WT,6,7,TRUE,872.4138634,578.6830973,55.66183888,41.05274858,75513.47864,,,,,,,,,,
WT,6,7,FALSE,49.04825329,61.97069227,39.05492973,23.88022207,7112.427351,,,,,,,,,,
WT,6,7,TRUE,1077.091453,587.8815187,50.26188896,46.30333904,85371.70913,,,,,,,,,,
WT,6,7,TRUE,835.0070813,553.4528488,44.95560016,41.75492104,72942.16352,,,,,,,,,,
WT,6,7,TRUE,518.0092719,564.7890625,40.13832284,32.54916773,56659.63667,,,,,,,,,,
WT,6,7,FALSE,17.90146469,72.99659017,24.11464022,13.1268817,3765.106619,,,,,,,,,,
WT,6,7,TRUE,1097.811465,563.7750229,50.26188896,47.7949357,84617.39446,,,,,,,,,,
WT,6,7,TRUE,800.997509,553.0782646,54.01029914,41.00917493,70834.40191,,,,,,,,,,
WT,6,7,TRUE,810.9992643,605.1922564,46.31344942,39.65930594,73434.57286,,,,,,,,,,
WT,6,7,FALSE,717.4906836,541.878385,52.57930828,38.49907573,65808.81011,,,,,,,,,,
WT,6,7,TRUE,101.076908,208.1190305,34.52000706,22.36381989,15401.70443,,,,,,,,,,
WT,6,7,TRUE,670.3463726,554.0280356,47.02836301,37.90401854,65065.24529,,,,,,,,,,
WT,6,7,TRUE,1128.175268,607.9052354,51.75699214,47.02660093,89036.4623,,,,,,,,,,
WT,6,7,TRUE,732.2143722,618.4468359,53.92197479,37.22772042,71465.58242,,,,,,,,,,
WT,6,7,TRUE,807.6852339,578.6188288,47.93187198,40.80661059,72821.43759,,,,,,,,,,
WT,6,7,FALSE,116.5109727,141.2975669,29.12801387,25.19088982,15609.74482,,,,,,,,,,
WT,6,7,FALSE,2132.984266,458.8786134,122.1442537,67.82192851,110173.1519,,,,,,,,,,
WT,6,7,FALSE,186.7573895,163.3493627,61.2863815,32.54859734,21186.95223,,,,,,,,,,
WT,6,7,FALSE,219.3842925,220.0946994,47.02836301,32.53822951,25303.36288,,,,,,,,,,
WT,6,7,TRUE,393.993435,485.5530772,41.9954011,30.15098463,45785.86829,,,,,,,,,,
WT,6,7,TRUE,645.3844118,597.0243486,39.05492973,35.29704228,66627.59022,,,,,,,,,,
WT,6,7,FALSE,16.43989311,65.05825556,22.47780008,13.34115426,3485.775259,,,,,,,,,,
WT,6,7,FALSE,39.0749804,99.50574923,24.8927311,18.39696695,6724.433918,,,,,,,,,,
WT,6,7,TRUE,946.935828,538.0416532,59.94963517,46.14437903,77298.62215,,,,,,,,,,
WT,6,7,TRUE,708.7054557,578.0624658,45.89992821,38.05600236,67868.88404,,,,,,,,,,
WT,6,7,FALSE,105.5811831,176.4487844,26.19884332,22.56965276,14914.92735,,,,,,,,,,
WT,6,7,FALSE,894.1615321,616.3466912,43.66473886,40.71817353,78469.17891,,,,,,,,,,
WT,6,7,TRUE,885.7622067,587.0414608,49.49740503,41.92628868,75174.8037,,,,,,,,,,
WT,6,7,FALSE,2.03213768,43.71018355,11.13236778,5.224025052,950.8972542,,,,,,,,,,
WT,6,7,TRUE,1194.224811,583.1945822,58.58239459,47.62714423,101501.6531,,,,,,,,,,
WT,6,7,TRUE,681.0727074,522.2480763,47.02836301,38.53703872,62746.07712,,,,,,,,,,
WT,6,7,TRUE,840.9360545,605.4383036,45.58732574,40.43056023,76677.85024,,,,,,,,,,
WT,6,7,FALSE,457.9540567,552.5939672,44.52947111,29.90465402,50923.62019,,,,,,,,,,
WT,6,7,FALSE,0.548843665,28.64695132,0,2.910982591,399.3883565,,,,,,,,,,
WT,6,7,TRUE,822.494391,519.7811445,50.63980322,43.25732039,71018.20539,,,,,,,,,,
WT,6,7,TRUE,866.9136982,568.93611,48.81866216,41.82812791,74671.52068,,,,,,,,,,
WT,6,7,TRUE,950.6908735,575.2209498,50.26188896,44.45875022,78525.54229,,,,,,,,,,
WT,6,7,FALSE,28.66029098,68.25553204,20.71200424,16.53225323,4841.696705,,,,,,,,,,
WT,6,7,TRUE,433.2627755,449.3611993,47.23063647,33.26657147,47270.03719,,,,,,,,,,
WT,6,7,FALSE,331.7856686,277.6989178,28.46592706,35.79299581,32901.31295,,,,,,,,,,
WT,6,7,FALSE,572.0822129,662.9061879,53.92197479,30.98694867,64291.87302,,,,,,,,,,
WT,6,7,TRUE,897.857067,566.1776862,54.01029914,43.56475026,76019.27906,,,,,,,,,,
WT,6,7,FALSE,182.6810471,158.8731756,49.49740503,33.4685196,19316.09646,,,,,,,,,,
WT,6,7,FALSE,165.4318956,137.1505194,37.30716924,31.15908533,16327.44846,,,,,,,,,,
WT,6,7,FALSE,48.169755,163.175381,21.83236943,17.00831999,9314.893788,,,,,,,,,,
WT,6,7,FALSE,91.04780438,455.7103076,19.52746486,15.08057475,21794.72058,,,,,,,,,,
WT,6,7,FALSE,1.226711495,47.96694426,6.17512659,3.859454119,750.5877017,,,,,,,,,,
WT,6,7,TRUE,1046.523415,589.6901714,53.92197479,45.23806866,83768.02187,,,,,,,,,,
WT,6,7,TRUE,624.5121561,561.3535358,45.89992821,35.82809409,61819.48671,,,,,,,,,,
WT,6,7,TRUE,811.9235938,582.0167078,53.92197479,40.72526474,74298.17634,,,,,,,,,,
daf-2,6,7,FALSE,81.92192758,337.0663442,20.71200424,16.01167601,17471.12596,,,,,,,,,,
daf-2,6,7,FALSE,116.3437661,353.6733581,22.26473555,19.05257834,21731.90094,,,,,,,,,,
daf-2,6,7,TRUE,499.8949685,458.514176,44.95560016,35.24695567,50979.69766,,,,,,,,,,
daf-2,6,7,FALSE,43.97344274,76.34902452,24.11464022,19.9396156,6934.718354,,,,,,,,,,
daf-2,6,7,FALSE,375.9882946,430.1963643,41.53891579,30.45829846,41724.74781,,,,,,,,,,
daf-2,6,7,FALSE,1.2388625,28.64695132,0,4.366473886,635.1199159,,,,,,,,,,
daf-2,6,7,TRUE,305.4275751,430.7715511,43.66473886,27.88907829,38728.95262,,,,,,,,,,
daf-2,6,7,FALSE,4.537167999,34.44749367,0,7.838060502,1448.009958,,,,,,,,,,
daf-2,6,7,FALSE,176.8604934,200.710438,34.52000706,29.68514628,20370.45721,,,,,,,,,,
daf-2,6,7,FALSE,76.7340917,60.20748425,55.57613931,29.02309497,9176.841493,,,,,,,,,,
daf-2,6,7,TRUE,467.3455328,465.6390737,46.72331095,33.98494806,49401.61636,,,,,,,,,,
daf-2,6,7,FALSE,253.3336009,357.1997741,37.30716924,28.36451958,31994.51535,,,,,,,,,,
daf-2,6,7,FALSE,5.273177602,40.24803602,18.78091432,8.554682699,1625.867789,,,,,,,,,,
daf-2,6,7,FALSE,1.947449992,38.70425437,12.73034959,5.498259869,902.4792115,,,,,,,,,,
daf-2,6,7,FALSE,313.5150465,420.4039323,30.87563295,29.40785874,38944.05165,,,,,,,,,,
daf-2,6,7,FALSE,10.90110823,47.0626179,21.83236943,11.68127513,2520.790423,,,,,,,,,,
daf-2,6,7,FALSE,54.56998063,65.12252406,19.77005137,20.99608991,7452.848898,,,,,,,,,,
daf-2,6,7,TRUE,473.9159753,495.4097777,45.89992821,32.79665929,50720.86596,,,,,,,,,,
daf-2,6,7,TRUE,494.4926716,480.3011008,37.17918543,34.0235587,52688.8918,,,,,,,,,,
daf-2,6,7,FALSE,287.4124987,409.7980633,37.30716924,27.79765891,35519.11078,,,,,,,,,,
daf-2,6,7,TRUE,504.1645296,500.3702622,44.20717878,33.51594263,52584.02153,,,,,,,,,,
daf-2,6,7,TRUE,608.0580901,485.7725036,48.03121275,37.49299944,57795.40657,,,,,,,,,,
daf-2,6,7,TRUE,348.8319989,376.519767,40.61055464,31.05371232,38302.65197,,,,,,,,,,
daf-2,6,7,TRUE,686.6469823,525.8011132,47.23063647,39.35172934,63804.04281,,,,,,,,,,
daf-2,6,7,FALSE,301.2732721,399.4116207,37.05075954,29.09085335,36853.88878,,,,,,,,,,
daf-2,6,7,TRUE,405.9061961,460.4325419,36.00686609,32.00305465,46175.55001,,,,,,,,,,
daf-2,6,7,TRUE,424.1064357,435.8871934,41.53891579,33.26098352,46159.2704,,,,,,,,,,
daf-2,6,7,FALSE,51.80187895,77.89280617,33.25407439,22.66649044,7606.097157,,,,,,,,,,
daf-2,6,7,FALSE,1.5671885,39.71829391,12.73034959,4.726369045,825.7013176,,,,,,,,,,
daf-2,6,7,FALSE,500.4295273,393.9856626,48.22928045,38.45550059,46888.55758,,,,,,,,,,
daf-2,6,7,FALSE,17.12939438,53.72204192,26.56022375,13.9220594,3377.353787,,,,,,,,,,
daf-2,6,7,FALSE,214.0933116,331.8598124,33.39710333,25.46365796,28157.78667,,,,,,,,,,
daf-2,6,7,FALSE,210.4565864,235.6320822,65.13221906,27.98504972,23939.52612,,,,,,,,,,
daf-2,6,7,FALSE,1481.301395,228.2336366,118.1774683,73.9992594,108312.2901,,,,,,,,,,
daf-2,6,7,TRUE,597.9516664,469.8958344,43.66473886,38.58887922,56465.33965,,,,,,,,,,
daf-2,6,7,FALSE,363.3058718,289.4097157,43.88251946,36.49620677,35606.38067,,,,,,,,,,
daf-2,6,7,FALSE,555.689003,184.8424457,62.13601271,44.20230765,66965.92394,,,,,,,,,,
daf-2,6,7,TRUE,432.2773817,464.3335422,44.95560016,32.54188538,47110.07415,,,,,,,,,,
daf-2,6,7,FALSE,157.2377985,83.05389322,45.89992821,37.35915443,21651.84186,,,,,,,,,,
daf-2,6,7,TRUE,544.275643,493.9114407,46.72331095,35.08507038,55440.5138,,,,,,,,,,
daf-2,6,7,TRUE,447.6114787,469.5588977,37.68851308,32.96420753,48324.4778,,,,,,,,,,
daf-2,6,7,FALSE,48.92288957,62.45498969,29.12801387,22.26919961,6900.329684,,,,,,,,,,
daf-2,6,7,FALSE,380.7170233,418.001269,38.19104877,31.99229166,42749.95025,,,,,,,,,,
daf-2,6,7,FALSE,20.45376586,51.80367603,41.9954011,15.38071649,4103.751723,,,,,,,,,,
daf-2,6,7,TRUE,465.0944221,456.7697918,46.72331095,34.58024186,49137.67737,,,,,,,,,,
daf-2,6,7,TRUE,446.7013649,473.3768057,40.13832284,33.24406396,49209.9751,,,,,,,,,,
daf-2,6,7,TRUE,384.688914,480.1271191,41.42400847,30.05109996,44912.82644,,,,,,,,,,
daf-2,6,7,FALSE,8.620549232,41.79181767,21.83236943,10.91618472,2149.635168,,,,,,,,,,
daf-2,6,7,TRUE,381.0393318,414.6942793,38.6870572,31.84534465,42009.13872,,,,,,,,,,
daf-2,6,7,TRUE,423.6067234,474.9205874,42.89380014,31.29551089,46640.39505,,,,,,,,,,
daf-2,6,7,TRUE,469.8077645,486.6956537,39.54010274,32.54977234,50731.80863,,,,,,,,,,
daf-2,6,7,FALSE,41.90875472,114.9435657,24.8927311,17.92728387,7347.390502,,,,,,,,,,
daf-2,6,7,FALSE,60.41473547,151.6840095,26.38015236,17.93708071,9938.09187,,,,,,,,,,
daf-2,6,7,TRUE,542.279409,466.8725396,47.12960826,35.38890506,53148.83141,,,,,,,,,,
daf-2,6,7,FALSE,68.14598876,113.9937947,33.25407439,22.18155869,9853.796829,,,,,,,,,,
daf-2,6,7,FALSE,31.08408158,80.82521159,30.87563295,16.61201793,5333.214781,,,,,,,,,,
daf-2,6,7,FALSE,992.8134191,784.0891487,48.81866216,38.91875215,95306.05234,,,,,,,,,,
daf-2,6,7,TRUE,428.4612456,474.8108742,39.05492973,32.06631324,48298.00055,,,,,,,,,,
daf-2,6,7,TRUE,387.6338865,457.6098497,39.54010274,31.3711356,44899.77924,,,,,,,,,,
daf-2,6,7,FALSE,148.5680965,91.41225675,47.93187198,34.80128572,14619.25092,,,,,,,,,,
daf-2,6,7,FALSE,743.8291314,353.7376266,59.63075187,47.47971741,57582.94189,,,,,,,,,,
daf-2,6,7,FALSE,59.16566696,65.85286873,37.05075954,22.67902782,7568.499289,,,,,,,,,,
daf-2,6,7,FALSE,111.0724217,88.54411983,47.12960826,31.70124782,12166.22686,,,,,,,,,,
daf-2,6,7,FALSE,345.2154909,412.1552819,37.17918543,30.27503,39944.58575,,,,,,,,,,
daf-2,6,7,FALSE,1.405364018,33.27829626,0,4.366473886,698.8869641,,,,,,,,,,
daf-2,6,7,FALSE,357.974686,426.2044746,38.19104877,30.29410055,41233.97495,,,,,,,,,,
daf-2,6,7,FALSE,5.337550299,43.4453125,15.43781647,8.016213418,1654.81207,,,,,,,,,,
daf-2,6,7,TRUE,612.3625153,491.9476302,46.4162541,37.55420113,57952.12118,,,,,,,,,,
daf-2,6,7,TRUE,504.0665546,486.5671167,43.0047804,34.45780537,52510.99206,,,,,,,,,,
daf-2,6,7,TRUE,431.225017,456.8606812,41.53891579,32.44990384,47128.21573,,,,,,,,,,
daf-2,6,7,TRUE,513.8901327,484.4293245,40.61055464,35.31917183,53259.09458,,,,,,,,,,
daf-2,6,7,TRUE,612.7280027,491.5276012,45.89992821,37.7367949,58610.6468,,,,,,,,,,
daf-2,6,7,TRUE,598.2570638,466.7440026,52.57930828,37.89212946,56468.17502,,,,,,,,,,
daf-2,6,7,FALSE,4.672465645,51.80367603,13.09942166,7.431614714,1574.309348,,,,,,,,,,
daf-2,6,7,TRUE,455.5969494,471.303282,44.95560016,33.19986894,49401.5971,,,,,,,,,,
daf-2,6,7,FALSE,10.32887269,51.53880497,20.71200424,11.05654644,2473.886616,,,,,,,,,,
daf-2,6,7,FALSE,0.528981066,25.44967484,0,3.254577477,362.0526943,,,,,,,,,,
daf-2,6,7,FALSE,440.2815475,417.7818426,33.96319625,31.34146545,41888.82539,,,,,,,,,,
daf-2,6,7,TRUE,539.8844791,493.8205514,47.23063647,34.67781169,54306.19645,,,,,,,,,,
daf-2,6,7,FALSE,6.099637784,55.53069462,9.763732432,8.18901888,1934.15056,,,,,,,,,,
daf-2,6,7,FALSE,333.8712653,404.5272631,40.13832284,29.91474778,38405.30065,,,,,,,,,,
daf-2,6,7,FALSE,17.72255084,49.5107259,28.46592706,14.98825451,3429.189786,,,,,,,,,,
daf-2,6,7,FALSE,193.9804209,102.4381547,55.66183888,39.38549043,16903.01423,,,,,,,,,,
daf-2,6,7,FALSE,22.51582802,79.70145887,23.5141815,14.61191637,4625.110126,,,,,,,,,,
daf-2,6,7,TRUE,578.3845007,486.7865431,43.33601595,35.92796078,56501.44409,,,,,,,,,,
daf-2,6,7,TRUE,539.8087724,465.1093316,48.22928045,35.66617778,53106.67358,,,,,,,,,,
daf-2,6,7,FALSE,422.1455176,429.4471958,43.0047804,32.61161391,44319.56908,,,,,,,,,,
daf-2,6,7,FALSE,14.50092047,65.16796875,18.52537977,12.15464624,3294.753433,,,,,,,,,,
daf-2,6,7,TRUE,549.9360418,451.9644652,49.7854622,36.71301664,52934.41554,,,,,,,,,,
daf-2,6,7,TRUE,634.5013022,563.9944493,47.12960826,35.84544823,62793.07728,,,,,,,,,,
daf-2,6,7,FALSE,30.48176431,181.1898425,11.13236778,12.54798808,7891.993451,,,,,,,,,,
daf-2,6,7,TRUE,612.9033305,497.9221542,45.89992821,36.4687628,58227.0531,,,,,,,,,,
daf-2,6,7,FALSE,54.06876724,90.5079304,34.93179109,21.70474929,7855.852481,,,,,,,,,,
daf-2,6,7,FALSE,345.4661204,420.1845059,44.95560016,29.32479643,39126.04112,,,,,,,,,,
daf-2,6,7,TRUE,594.396528,515.3880497,43.88251946,36.19381308,58844.33225,,,,,,,,,,
daf-2,6,7,TRUE,522.9192047,508.9480521,40.13832284,33.86693546,54644.09305,,,,,,,,,,
daf-2,6,7,TRUE,485.0287719,487.6908695,47.12960826,32.31407776,49456.35016,,,,,,,,,,
daf-2,6,7,FALSE,12.6523989,47.17233109,22.26473555,12.16122198,2773.24703,,,,,,,,,,
daf-2,6,7,TRUE,526.9155561,468.7909055,43.0047804,35.11787518,52035.68926,,,,,,,,,,
daf-2,6,7,FALSE,31.50455932,64.94854238,27.95907477,18.5875918,5210.181209,,,,,,,,,,
daf-2,6,7,TRUE,489.4679246,474.0805295,48.03121275,33.90955928,52142.554,,,,,,,,,,
daf-2,6,7,TRUE,363.4390821,457.1898208,38.19104877,29.38156315,43053.64607,,,,,,,,,,
daf-2,6,7,TRUE,606.079135,527.3637187,42.89380014,36.63081264,60626.04434,,,,,,,,,,
daf-2,6,7,TRUE,610.0060032,457.9201654,50.26188896,38.77840781,57331.15965,,,,,,,,,,
daf-2,6,7,TRUE,767.3187724,492.1216118,43.0047804,42.77836542,65997.75359,,,,,,,,,,
daf-2,6,7,FALSE,264.8241505,210.7865648,43.0047804,36.03592823,26201.83264,,,,,,,,,,
daf-2,6,7,TRUE,410.5841472,482.6206718,40.25690012,31.05079017,46965.27807,,,,,,,,,,
daf-2,6,7,TRUE,521.1590564,433.4845301,46.31344942,36.94771964,51125.57544,,,,,,,,,,
daf-2,6,7,TRUE,505.6275425,485.7725036,45.89992821,33.90731861,52508.5459,,,,,,,,,,
daf-2,6,7,TRUE,387.6261007,464.6893026,41.53891579,30.94131383,45236.5861,,,,,,,,,,
daf-2,6,7,TRUE,507.099158,462.6800474,43.33601595,35.71808871,51615.66087,,,,,,,,,,
daf-2,6,7,TRUE,614.9186372,462.1769261,47.93187198,38.83664085,56383.69783,,,,,,,,,,
daf-2,6,7,TRUE,558.4031744,504.5627544,45.89992821,35.20092158,56322.0752,,,,,,,,,,
daf-2,6,7,TRUE,421.4342015,472.0790713,37.05075954,31.71927085,47609.33011,,,,,,,,,,
daf-2,6,7,TRUE,451.2155643,442.482349,41.53891579,33.7477587,48246.03985,,,,,,,,,,
daf-2,6,7,TRUE,402.4485549,469.120045,40.13832284,31.2217812,46232.39337,,,,,,,,,,
daf-2,6,7,TRUE,596.3420866,487.7363142,47.23063647,37.99327779,57307.10541,,,,,,,,,,
daf-2,6,7,TRUE,420.8521928,473.75139,40.61055464,31.51446027,46751.33452,,,,,,,,,,
daf-2,6,7,TRUE,500.5025573,489.389809,44.20717878,34.36688619,52279.74345,,,,,,,,,,
daf-2,6,7,FALSE,295.7711159,344.7209839,34.10325126,30.81746296,34659.39353,,,,,,,,,,
daf-2,6,7,FALSE,440.9229761,458.2947497,40.13832284,33.35727912,47982.19178,,,,,,,,,,
daf-2,6,7,FALSE,268.7246754,241.4427714,49.7854622,34.2004166,27234.79921,,,,,,,,,,
daf-2,6,7,FALSE,7.17438475,51.42909179,21.61294307,9.339122139,1997.150109,,,,,,,,,,
daf-2,6,7,TRUE,353.1438674,446.0730335,37.17918543,30.37280322,42504.15258,,,,,,,,,,
daf-2,6,7,TRUE,499.0563301,473.3125372,41.9954011,34.67458042,51691.19254,,,,,,,,,,
daf-2,6,7,FALSE,22.27350311,91.47652525,22.26473555,13.55550865,4832.577807,,,,,,,,,,
daf-2,6,7,TRUE,467.7414064,492.0573434,46.31344942,32.42276719,50281.80686,,,,,,,,,,
daf-2,6,7,FALSE,23.46618489,53.61232873,32.23510717,17.23999964,4401.594021,,,,,,,,,,
daf-2,6,7,TRUE,460.7377264,502.7729255,46.31344942,31.48429617,50052.94681,,,,,,,,,,
daf-2,6,7,TRUE,318.1107957,467.6217081,31.02962709,27.8102967,40971.63172,,,,,,,,,,
daf-2,6,7,TRUE,474.952487,486.256801,42.89380014,33.41476797,50234.14388,,,,,,,,,,
daf-2,6,7,TRUE,549.0803308,496.5789751,41.9954011,35.80665249,55444.28123,,,,,,,,,,
daf-2,6,7,TRUE,525.2802688,498.7167674,44.52947111,33.96823505,53497.97209,,,,,,,,,,
daf-2,6,7,TRUE,328.9512257,417.4072584,34.10325126,29.25815508,38741.47989,,,,,,,,,,
daf-2,6,7,TRUE,509.9906374,474.7466057,48.32800989,35.61913767,52390.40762,,,,,,,,,,
daf-2,6,7,TRUE,434.7210603,451.0789627,47.23063647,33.40865585,47046.32672,,,,,,,,,,
daf-2,6,7,TRUE,633.6649451,481.5611876,48.81866216,38.58064647,58317.35951,,,,,,,,,,
daf-2,6,7,TRUE,496.6370667,504.4075965,44.95560016,33.52828035,53105.46983,,,,,,,,,,
daf-2,6,7,TRUE,569.1335879,458.0298786,52.48857602,37.15814005,53787.87955,,,,,,,,,,
daf-2,6,7,FALSE,283.1321055,245.983227,47.93187198,34.218127,28093.13922,,,,,,,,,,
daf-2,6,7,FALSE,0,16.71672707,0,0,0,,,,,,,,,,
daf-2,6,7,TRUE,430.0666883,459.8573551,39.54010274,32.923189,47165.27643,,,,,,,,,,
daf-2,6,7,FALSE,57.06765048,82.25928005,39.05492973,22.25927384,7589.362037,,,,,,,,,,
daf-2,6,7,TRUE,523.4833779,502.8183702,43.88251946,34.06497718,53921.02362,,,,,,,,,,
daf-2,6,7,TRUE,650.1941283,526.0205396,40.25690012,38.15555981,62175.1777,,,,,,,,,,
daf-2,6,7,TRUE,518.6811717,487.4714431,46.31344942,33.97550238,52389.17285,,,,,,,,,,
daf-2,6,7,TRUE,397.4750448,487.206572,43.0047804,30.3284459,46069.71472,,,,,,,,,,
daf-2,6,7,FALSE,93.07616328,122.6170293,32.82124803,25.98062805,12152.71565,,,,,,,,,,
daf-2,6,7,FALSE,152.001321,151.6840095,41.9954011,31.1723241,17135.23138,,,,,,,,,,
daf-2,6,7,FALSE,2.275021429,23.90589319,0,6.590017123,965.9183519,,,,,,,,,,
daf-2,6,7,TRUE,565.9805696,467.0276974,44.95560016,37.14119163,54745.82473,,,,,,,,,,
daf-2,6,7,TRUE,435.8417736,480.8762876,34.10325126,32.10119805,48079.66898,,,,,,,,,,
daf-2,6,7,TRUE,428.1027645,465.0638869,40.13832284,32.68506923,47263.43756,,,,,,,,,,
daf-2,6,7,FALSE,497.9745811,360.8170795,49.7854622,38.30328492,45891.07355,,,,,,,,,,
daf-2,6,7,FALSE,550.6686975,388.2948334,53.92197479,38.50445799,48594.97659,,,,,,,,,,
daf-2,6,7,FALSE,386.7290206,405.1667184,43.66473886,32.28996249,40804.36478,,,,,,,,,,
daf-2,6,7,FALSE,403.2984583,397.3569207,48.03121275,33.04691467,41971.15089,,,,,,,,,,
daf-2,6,7,TRUE,392.7140043,505.1755888,38.6870572,30.05390727,47032.46029,,,,,,,,,,
daf-2,6,7,TRUE,589.2536713,505.9968229,44.20717878,36.85953205,58402.42007,,,,,,,,,,
daf-2,6,7,TRUE,571.2910133,487.9557405,45.89992821,36.09598013,55809.72164,,,,,,,,,,
daf-2,6,7,TRUE,559.4213848,500.9000043,44.52947111,35.66301633,55832.43253,,,,,,,,,,
daf-2,6,7,TRUE,496.7794581,506.0610914,50.26188896,32.41175481,52666.06369,,,,,,,,,,
daf-2,6,7,FALSE,0.772861307,39.87345178,6.904001412,3.269782001,563.976551,,,,,,,,,,
daf-2,6,7,TRUE,519.4143976,485.1973168,43.66473886,35.42257996,53567.74067,,,,,,,,,,
daf-2,6,7,FALSE,2.492867096,29.06698025,0,6.260304774,970.9469238,,,,,,,,,,
daf-2,6,7,TRUE,403.6620307,443.4963885,43.88251946,32.42666093,44342.27024,,,,,,,,,,
